accuracy,auc,f1_0,f1_1,precision_0,precision_1,recall_0,recall_1,test_participants,train_participants
0.799158875,0.875733391,0.599365034,0.846493465,0.854112203,0.760902353,0.482807582,0.957395611,"5, 9, 11, 17","7, 12, 18"
0.836680157,0.88667768,0.674440734,0.869536782,0.828588595,0.812229588,0.591998665,0.936109157,"5, 9, 11, 12","7, 17, 18"
0.795772234,0.883344997,0.564666124,0.855526441,0.798875783,0.789069902,0.468805807,0.943603379,"5, 7, 17, 18","9, 11, 12"
0.822338477,0.889945539,0.628552848,0.871455406,0.784454853,0.822358857,0.553096359,0.932320787,"5, 7, 12, 18","9, 11, 17"
0.805670405,0.8994499,0.667114328,0.851344061,0.859585832,0.772905968,0.560565434,0.953636959,"5, 7, 12, 17","9, 11, 18"
0.813781166,0.860946078,0.554005784,0.876826969,0.737532887,0.830262973,0.470927331,0.933131738,"5, 7, 11, 18","9, 12, 17"
0.805333644,0.87260819,0.599524391,0.859509827,0.832772946,0.790147834,0.494224212,0.944355566,"5, 7, 11, 17","9, 12, 18"
0.832603606,0.881938487,0.666957182,0.877633863,0.793386539,0.832644367,0.592499761,0.928819157,"5, 7, 11, 12","9, 17, 18"
0.83603003,0.901120652,0.658489809,0.86991889,0.789667101,0.832533462,0.598804618,0.914184054,"5, 7, 9, 18","11, 12, 17"
0.827497456,0.910780012,0.717486402,0.853037525,0.855031701,0.790736473,0.637336348,0.92754902,"5, 7, 9, 17","11, 12, 18"
0.858400739,0.920933169,0.772835675,0.874585563,0.843378194,0.840213834,0.723830009,0.912221401,"5, 7, 9, 12","11, 17, 18"
0.840422086,0.894267756,0.664235187,0.875805039,0.862321491,0.814086081,0.573319142,0.948956343,"5, 7, 9, 11","12, 17, 18"
0.772774111,0.891210156,0.528983746,0.832233972,0.838202301,0.731560029,0.42735694,0.967045351,"12, 17, 18","5, 7, 9, 11"
0.764699029,0.848239843,0.450465687,0.836739808,0.774311522,0.750183593,0.351052833,0.946889096,"11, 17, 18","5, 7, 9, 12"
0.794129178,0.866112379,0.479375675,0.85731765,0.771533302,0.79080614,0.408106607,0.940666786,"11, 12, 18","5, 7, 9, 17"
0.800277243,0.874653213,0.680424161,0.84080775,0.828082048,0.780273333,0.594589904,0.915108019,"11, 12, 17","5, 7, 9, 18"
0.784471526,0.900040617,0.572264098,0.820912375,0.829382197,0.733115853,0.497370964,0.932983119,"9, 17, 18","5, 7, 11, 12"
0.826871639,0.910534621,0.631850617,0.852322251,0.844797364,0.786695654,0.583391136,0.933855155,"9, 12, 18","5, 7, 11, 17"
0.819366199,0.92760817,0.805985351,0.82427583,0.889358404,0.759105231,0.740725524,0.90459071,"9, 12, 17","5, 7, 11, 18"
0.802543251,0.871919911,0.515691071,0.850524896,0.802726056,0.769527192,0.433042276,0.951527781,"9, 11, 18","5, 7, 12, 17"
0.782999354,0.879498687,0.640332621,0.820581823,0.895839439,0.724631595,0.522148956,0.949273761,"9, 11, 17","5, 7, 12, 18"
0.837094553,0.896754903,0.740728338,0.855265777,0.870663025,0.791987076,0.663466651,0.930705284,"9, 11, 12","5, 7, 17, 18"
0.786884777,0.888730383,0.599183026,0.842646222,0.804131747,0.778776148,0.517954363,0.932236921,"7, 17, 18","5, 9, 11, 12"
0.82178603,0.90162955,0.651275747,0.865348096,0.802951677,0.816355852,0.591965129,0.929318355,"7, 12, 18","5, 9, 11, 17"
0.799735442,0.923897417,0.736832549,0.837303074,0.919542379,0.752408362,0.631920467,0.953417641,"7, 12, 17","5, 9, 11, 18"
0.812059479,0.866061426,0.555854044,0.873070889,0.751621773,0.828464556,0.487074161,0.929847319,"7, 11, 18","5, 9, 12, 17"
0.805804568,0.88192084,0.662259785,0.852028376,0.871385268,0.782140529,0.56193162,0.938542609,"7, 11, 17","5, 9, 12, 18"
0.843051858,0.895801369,0.729946703,0.87767869,0.850904877,0.832779764,0.660690731,0.929137992,"7, 11, 12","5, 9, 17, 18"
0.831873162,0.907211137,0.71170472,0.852760814,0.793473426,0.820961137,0.672981816,0.891386302,"7, 9, 18","5, 11, 12, 17"
0.825868745,0.927571493,0.805077722,0.834933373,0.897453881,0.766995673,0.733006938,0.918946292,"7, 9, 17","5, 11, 12, 18"
