accuracy,auc,f1_0,f1_1,hyperparameters,iteration,precision_0,precision_1,recall_0,recall_1,train_percentage
0.8120315372648848,0.8019049755377874,0.7258476215031585,0.8569891460773896,"{""min_samples_split"": 2, ""max_features"": ""sqrt"", ""max_depth"": 25, ""min_samples_leaf"": 1}",0,0.7340808344198174,0.8520043858476185,0.7177970423253442,0.8620325775204286,0.1
0.8168133927308726,0.7996336328931922,0.7378274784632707,0.8592252463982718,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",1,0.7322971072719968,0.862723701440419,0.7434420169781019,0.8557550501292129,0.1
0.8279327535002121,0.810638788289943,0.7525266008161396,0.8681177976952624,"{""min_samples_split"": 2, ""max_features"": ""sqrt"", ""max_depth"": 100, ""min_samples_leaf"": 1}",2,0.7510467152173361,0.8690303416658754,0.7540123299536353,0.8672071681871092,0.1
0.8067723801442511,0.8664562514864723,0.6922762911558115,0.8591711707068821,"{""min_samples_split"": 0.1, ""max_features"": null, ""max_depth"": 25, ""min_samples_leaf"": 1}",3,0.7734650226472068,0.8197900275373722,0.6265127773956024,0.9025268315129861,0.1
0.814559468250601,0.7976298001181068,0.734631925120162,0.8574844442029183,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",4,0.7269632262748141,0.8623700282829387,0.7424641423567612,0.8526539048674061,0.1
0.814223589308443,0.7971810072285812,0.7344065911847958,0.8571525663331884,"{""min_samples_split"": 2, ""max_features"": ""sqrt"", ""max_depth"": 100, ""min_samples_leaf"": 1}",5,0.7273660233786389,0.8616383138621302,0.7415847900982518,0.8527132831199037,0.1
0.7861246641210579,0.850173456852922,0.6530050334848637,0.8454251017318369,"{""min_samples_split"": 0.1, ""max_features"": ""sqrt"", ""max_depth"": 500, ""min_samples_leaf"": 1}",6,0.7448799319505333,0.8013927576601672,0.5813056910153956,0.8945774581243494,0.1
0.813410408711639,0.8002632733372093,0.7302925769771303,0.8573667923406442,"{""min_samples_split"": 2, ""max_features"": ""sqrt"", ""max_depth"": 25, ""min_samples_leaf"": 1}",7,0.731170691772411,0.8568226015557476,0.7294165688326272,0.8579116748248912,0.1
0.8208969735539527,0.8028746932620527,0.7421255583694975,0.8628051051152713,"{""min_samples_split"": 2, ""max_features"": ""sqrt"", ""max_depth"": 100, ""min_samples_leaf"": 1}",8,0.7400065988172889,0.8641215162405913,0.7442566877680212,0.8614926987560844,0.1
0.8060564276622826,0.8672758095514554,0.6979433385644669,0.8571763327475103,"{""min_samples_split"": 0.1, ""max_features"": null, ""max_depth"": 25, ""min_samples_leaf"": 1}",9,0.7586867386945201,0.8259097123791127,0.6462056131943206,0.8909034326924378,0.1
0.8443593695619749,0.8338574922616329,0.7747265400115141,0.8811090011393848,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 25, ""min_samples_leaf"": 1}",0,0.7777488802196214,0.8793056397816859,0.7717275985663082,0.8829197746993455,0.2
0.8444190324665639,0.8287668555565818,0.7758260022351491,0.8808704391789,"{""min_samples_split"": 2, ""max_features"": ""sqrt"", ""max_depth"": 250, ""min_samples_leaf"": 1}",1,0.7742728858638145,0.8818104210494222,0.7773853619318345,0.8799324591560437,0.2
0.8460398747079003,0.83259154136232,0.7799928952042628,0.8815877021911208,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",2,0.7717354628275784,0.886694050860756,0.7884289448737468,0.8765398302764851,0.2
0.8491721771988266,0.8341587927265752,0.7830539504548315,0.8844025789930953,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",3,0.7813329527615241,0.8854417823897451,0.7847825463719503,0.8833658120699105,0.2
0.8405807189380003,0.8254654280264273,0.7712263477838979,0.8776668803223148,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",4,0.7665012055027656,0.8805695911805237,0.776010108261781,0.8747832435885735,0.2
0.8431462238353303,0.8287799880979935,0.7752158919257846,0.8795473288738201,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",5,0.7684484122499717,0.883717718547162,0.7821036287308069,0.8754161156459482,0.2
0.8476010540446477,0.8343312163384795,0.7826962341197823,0.8826511079462795,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",6,0.7748736664795058,0.8874894141196397,0.7906783545319125,0.8778652695066786,0.2
0.8447074031720777,0.8305604192458045,0.7777097715465091,0.8806723973256924,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",7,0.7716359733363461,0.8844093859824128,0.7838799460560673,0.8769668563776364,0.2
0.8495699298960872,0.8367408454687326,0.7851563609509473,0.8842681844609689,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",8,0.7763361136855113,0.8897133532436343,0.7941793317436148,0.8788892606222817,0.2
0.8421418982747477,0.8273956007066933,0.7735087243726014,0.8788528605987531,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",9,0.767714528462192,0.8824151406022527,0.7793910468359162,0.8753192265596498,0.2
0.8582419455650889,0.8444654177172639,0.7963362068965516,0.8912865384950585,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",0,0.7935118602154037,0.8929831301735881,0.799180730788137,0.8895963813500348,0.3
0.8632990510824479,0.8503786076792526,0.8042441699620824,0.8949808365563423,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",1,0.8009724473257699,0.8969463645113308,0.8075427301545802,0.8930239041048157,0.3
0.8651287004943463,0.8526413794958911,0.8067163936028142,0.896428945439313,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",2,0.8021440601114134,0.899175405731893,0.8113411518050186,0.893699211748943,0.3
0.8599011307460651,0.847055845216691,0.7988250652741515,0.892528986138959,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",3,0.7927962944968096,0.8961696019046952,0.8049462294866314,0.8889178301034938,0.3
0.8619921586453776,0.8498360769132242,0.802927525883613,0.8938164521544489,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",4,0.7963111983776998,0.8978358628442945,0.8096547209949272,0.88983286908078,0.3
0.8616057730552872,0.849142159159805,0.8019450949778818,0.8936437791479626,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",5,0.795861712773169,0.8973270660867125,0.8081221934511128,0.8899906064085169,0.3
0.8605375305415081,0.8458955870597096,0.7989844389844388,0.893231251087524,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",6,0.8005580173970129,0.8922996697375283,0.797417034494033,0.8941647796551123,0.3
0.8632649582362634,0.8505658523359301,0.8039049512695982,0.8950380347546932,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",7,0.7988016194331984,0.898109243697479,0.8090739100482236,0.8919877590763666,0.3
0.8624467299278368,0.8490943433649252,0.8023062097801587,0.8945313861489665,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",8,0.79985019702348,0.8959991621281944,0.8047773518136243,0.8930684111629201,0.3
0.8607420876186147,0.8480662824839754,0.7999804126403761,0.8931889894182662,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",9,0.7935556994818653,0.8970673203186553,0.8065100052659294,0.8893440488795542,0.3
0.8751591005515486,0.8638048331225818,0.8214231527840995,0.9040358744394619,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",0,0.8178247734138973,0.9061784897025171,0.825053337397135,0.9019033674963397,0.4
0.8697231650403054,0.8574416311557105,0.8131583951321545,0.8999979645423273,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",1,0.8096482259835662,0.9020911965724778,0.8166991329590161,0.8979144243851918,0.4
0.8723615825201527,0.8592587231085073,0.8155146312017324,0.9024274058683424,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",2,0.8148743872549019,0.9028025632706035,0.8161558820144988,0.902052560128057,0.4
0.8746155070004242,0.862444364816226,0.8189597411796236,0.9040979201103325,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",3,0.8148881862166177,0.9064972038637519,0.8230721871633061,0.9017113035035197,0.4
0.8730112431056428,0.8599989966822619,0.8172416424973286,0.9027021535960992,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",4,0.817647283417968,0.9024637946093068,0.8168364038600908,0.9029406385270389,0.4
0.87453595672465,0.8621104847242069,0.8192324590727617,0.9039279586594787,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",5,0.8176237321741783,0.9048741818773121,0.8208475289974352,0.902983712297925,0.4
0.8731968604157828,0.8608282582380551,0.8169078796232483,0.9030138319879933,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",6,0.8137299771167048,0.9048857816437688,0.8201107011070111,0.9011496113989638,0.4
0.8710622613491726,0.8590286187493859,0.8146948419427983,0.9011355434241158,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",7,0.8098340783392681,0.9040305144209195,0.8196143081700724,0.8982590543361505,0.4
0.8723483241408571,0.8599469289180903,0.8158448414368233,0.9023192581620437,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",8,0.8124571428571429,0.9043193557571074,0.8192609096496619,0.9003279883381924,0.4
0.87444314806958,0.8629125810333277,0.8203785895830963,0.903491429386707,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",9,0.8166610022280125,0.905706638334389,0.8241301779657787,0.9012870300713661,0.4
0.8791624902550396,0.8673654122389849,0.826427771556551,0.9073204065943453,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",0,0.8254656683710738,0.907885418447337,0.8273921200750469,0.9067560975609756,0.5
0.8814217300685727,0.8706209351728977,0.8303321419628019,0.9088641338240868,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",1,0.8261381653454134,0.9113492569522782,0.8345689181768259,0.9063925270115363,0.5
0.8832036656961482,0.8727607185418167,0.833268981807445,0.9101215764535916,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",2,0.8290324038504994,0.9126356627216029,0.8375490822755912,0.9076213035090718,0.5
0.8826627209520628,0.8719258838403716,0.8308369841961604,0.9101803699959808,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",3,0.8252904989747095,0.913439913953261,0.8364585257712913,0.9069440062134414,0.5
0.8819626748126581,0.8710685137891452,0.8308442964955881,0.9093552604249393,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",4,0.8272793316382129,0.9114599916725856,0.8344401190748798,0.9072602272173192,0.5
0.8851447027190429,0.8748468728644324,0.8348923907325663,0.9119451593623068,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",5,0.8289581251703152,0.9154401861148524,0.8409122322045611,0.9084767181880042,0.5
0.8830127440217651,0.8719379998057977,0.8322726339560665,0.9101835904576936,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",6,0.829755298826526,0.9116646683142878,0.8348052898915481,0.9087073170731708,0.5
0.8790829395573799,0.8671946659392878,0.8257040638473535,0.9074322184599644,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",7,0.8230614484272128,0.9089822112686367,0.8283637032946807,0.9058875027358284,0.5
0.8818672139754665,0.8710383429244171,0.8303516347933374,0.9093838099073702,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",8,0.8263301500682129,0.9117539094045959,0.8344124535059926,0.9070260005842828,0.5
0.8766486882089956,0.8654033704581201,0.8247711605831167,0.904825622076822,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",9,0.8227813852813853,0.9060156845391745,0.8267705831709637,0.9036386818360141,0.5
0.8895650617504922,0.8788867486319282,0.8407924539120961,0.9154627247400551,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",0,0.8384606587374199,0.9168165878944962,0.8431372549019608,0.9141128541894685,0.6
0.8895451743133862,0.8795729928532483,0.8417934256252492,0.9151542926978309,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",1,0.8375467634055096,0.9176495818142827,0.8460833715071003,0.9126725372497638,0.6
0.8923493029453294,0.8818574335389472,0.8452234580962456,0.9174759501776104,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",2,0.8441373008167228,0.9181058155855251,0.8463124141090242,0.9168469484140285,0.6
0.8913151562158185,0.8820925812075204,0.8448633150708263,0.9163592953672386,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",3,0.8393592419200181,0.9196104933341525,0.8504400502914619,0.9131310050327894,0.6
0.8898832607441879,0.8788714325281428,0.8418045198708607,0.9155494547395714,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",4,0.8421172973590946,0.9153679587666596,0.841491974638716,0.9157310226995362,0.6
0.8916134677724081,0.8814334908350454,0.8442857142857143,0.9168776500015252,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",5,0.8419283150037039,0.9182501374717419,0.8466563520715146,0.9155092592592593,0.6
0.8935823240459002,0.8829824002359796,0.8469875039318292,0.918423660339965,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",6,0.8469632849136453,0.9184376619812787,0.8470117243351444,0.9184096591255564,0.6
0.8891076506970547,0.8788357572580172,0.8418514946962391,0.9146199546763032,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",7,0.8404213149102441,0.9154610102991663,0.8432865503721803,0.9137804430302289,0.6
0.8906588707913211,0.8811649845429054,0.8433796718322698,0.9160123430387095,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",8,0.8378898511348842,0.9192420897718911,0.8489419051442335,0.9128052122023991,0.6
0.8887496768291471,0.8778452782101571,0.8401988230589041,0.914673581452105,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",9,0.8394793926247288,0.9150923241263543,0.8409194876486734,0.9142552218325964,0.6
0.892209376325838,0.8829558189711533,0.8460285595242605,0.9170797380821247,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",0,0.8403310759969902,0.9204405863565638,0.8518038288460071,0.9137433437665136,0.7
0.8911487059821808,0.8805491279459476,0.8440527295521028,0.9163968147288243,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",1,0.8433158733773628,0.9168262765393863,0.8447908745247148,0.9159677550688055,0.7
0.8960277895630038,0.8856942655395887,0.8501662272154075,0.9203938686427774,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",2,0.8494845360824742,0.9207864483893244,0.8508490133088573,0.9200016235084016,0.7
0.8965050912176495,0.8873556028973988,0.8513878840954956,0.9206077988649539,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",3,0.8467131172372009,0.9233311571731679,0.8561145570104909,0.9179004583620655,0.7
0.895179253288078,0.8848618229411563,0.8487584650112867,0.9197962951691115,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",4,0.8472996715300588,0.9206368547175175,0.8502222903571977,0.9189572691153814,0.7
0.8945163343232924,0.8842788739274199,0.848191115860174,0.9191791954490044,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",5,0.8463823305407464,0.9202261817590106,0.8500076487685483,0.9181345888464972,0.7
0.893694314806958,0.8832382192226493,0.8478153589188779,0.9183186976630467,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",6,0.84791192103265,0.9182625702876701,0.8477188187960222,0.9183748319002404,0.7
0.8939594823928723,0.8844252406629751,0.8482525708647972,0.9185058384789387,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",7,0.845205686630369,0.9202874877491016,0.8513215020184325,0.9167310743196518,0.7
0.8993423843869326,0.8906082752786563,0.8552471018913972,0.9228455284552846,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",8,0.8491594729668333,0.9263853750102016,0.8614226455676756,0.9193326314084393,0.7
0.8936412812897752,0.8849253929840266,0.8467738854719792,0.918553414421183,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",9,0.8382875728008471,0.9235229267894328,0.855433775856746,0.9136370980772338,0.7
0.9013602736456925,0.89127711935807,0.8578144708175668,0.9244869374581328,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",0,0.8583065626434144,0.924205527821746,0.8573229429291772,0.9247685185185185,0.8
0.9003659215655079,0.8917291282015388,0.8567343437231913,0.9236257202963505,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",1,0.8515234197362438,0.9266487213997309,0.8620094372194729,0.9206223788974655,0.8
0.9014795958953146,0.8925586041208813,0.8593492703423996,0.9241881676001592,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",2,0.8567708333333334,0.9256897608828939,0.8619432737213806,0.9226914380003667,0.8
0.8983772174051388,0.8896568376057614,0.8540250242815518,0.9220585095024558,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",3,0.8480653579938727,0.9255312633964113,0.8600690448791715,0.9186117189399465,0.8
0.900167051149471,0.891455637127423,0.8567678612188998,0.9233821733821733,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",4,0.8513268314810615,0.9265498652291105,0.8622788881231335,0.9202360671696277,0.8
0.8975419616577838,0.8866670036184102,0.8530854340139159,0.9213435114503816,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",5,0.8579786623838477,0.9185388127853882,0.8482477033004423,0.9241653905053598,0.8
0.9022750775594622,0.893084863298024,0.8598002853067047,0.9249977105528252,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 100, ""min_samples_leaf"": 1}",6,0.8578911409701663,0.9261002444987775,0.8617179457851996,0.9238977986462589,0.8
0.8992522472357012,0.890435455672427,0.8550168851239195,0.9228049858287872,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",7,0.8486535620952165,0.9265038859310936,0.8614763552479815,0.9191355026711996,0.8
0.9002465993158858,0.8910485414142222,0.8563738403390219,0.9235878374261165,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",8,0.8536362598470145,0.925166330952817,0.8591290359646099,0.9220147210900906,0.8
0.8986954100707979,0.8881602984855594,0.8537635643336968,0.9225058569385707,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",9,0.8543031138687809,0.9221972139424539,0.8532246958916686,0.9228147065984904,0.8
0.9064513562962374,0.8975531352902459,0.8669984166478173,0.9278527607361964,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",0,0.8683733574988672,0.9270565158759347,0.8656278229448962,0.9286503745548323,0.9
0.9039853631373796,0.892742807057837,0.860252402454556,0.9268706452590124,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",1,0.8653622175634754,0.9240154626721431,0.8552025782688766,0.9297435274097484,0.9
0.9036671704717206,0.8955658948323225,0.8614257924247625,0.926172041699689,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",2,0.8550658791458428,0.9298567756151304,0.8678810237491353,0.9225163954335681,0.9
0.9074854824596293,0.899131280008948,0.8660292593019238,0.9293481562481014,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": null, ""min_samples_leaf"": 1}",3,0.8615631446252578,0.9318957115009746,0.8705419175544233,0.9268144916999879,0.9
0.9027921406411582,0.8942120776409451,0.861764705882353,0.9250398724082934,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 500, ""min_samples_leaf"": 1}",4,0.8592375366568915,0.9265175718849841,0.8643067846607669,0.9235668789808917,0.9
0.9050990374671863,0.8959205107653189,0.8636415590353183,0.927225035075947,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 50, ""min_samples_leaf"": 1}",5,0.8617700729927007,0.928300964944424,0.8655211912943872,0.9261515963928832,0.9
0.905258133800016,0.898136041043921,0.8649200408302143,0.9270444104134763,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 1000, ""min_samples_leaf"": 1}",6,0.8564690026954178,0.9320113314447592,0.8735395189003436,0.9221301486717036,0.9
0.9044626521358683,0.8944198190252235,0.8625700881107677,0.9267816862769005,"{""min_samples_split"": 2, ""max_features"": null, ""max_depth"": 250, ""min_samples_leaf"": 1}",7,0.8656407900780891,0.9250334672021419,0.8595210946408209,0.9285365257757147,0.9
