accuracy,auc,f1_0,f1_1,participant,precision_0,precision_1,recall_0,recall_1,train_percent
0.8252577319587628,0.7149073838795578,0.02399232245681382,0.9040384978297792,5,0.4716981132075472,0.8268749460602399,0.012309207287050714,0.9970860651472577,0.1
0.8117328694307528,0.7810197414409288,0.1910299003322259,0.8934704145247729,5,0.48218029350104824,0.8276595744680851,0.11910926980838944,0.9706511406844106,0.2
0.7941241440247404,0.7976129508852869,0.03419689119170984,0.8847818024477686,5,0.44,0.7970820804098452,0.01778975741239892,0.9941658563689402,0.3
0.7708762886597939,0.7883407227564969,0.017679558011049725,0.8703136396790664,5,0.6153846153846154,0.7713990173260926,0.008968609865470852,0.9983266398929049,0.4
0.746868718107314,0.8344287190502524,0.09607951408061843,0.8528274746021757,5,0.8207547169811321,0.7456374783839019,0.05102639296187683,0.9960100797984041,0.5
0.6103014243126863,0.6473308654907619,0.32662405799866445,0.7258108370557389,7,0.6223191566703017,0.608149449977218,0.2214174857734092,0.8999229435561549,0.1
0.7796410160859574,0.823535082256627,0.6734769004233389,0.8337082864641919,7,0.7125608568646543,0.8110523436075141,0.6384575117780492,0.8576663452266152,0.2
0.8050251969621691,0.8519371663084788,0.6971667952816668,0.8562307007902864,7,0.808282208588957,0.8037732141102486,0.6129094785811203,0.916013437849944,0.3
0.7687148062272275,0.8972510663986366,0.6057868736767819,0.8363508525224116,7,0.9218213058419243,0.7321501846532622,0.4511246583981501,0.9751332149200711,0.4
0.8144688462685084,0.9181595358014079,0.7420914490951789,0.8551253200900131,7,0.9043771043771044,0.7768222190892429,0.6291871632700867,0.9509837763203314,0.5
0.7497158108041319,0.8753635928530248,0.7182910547396529,0.774833259226323,9,0.8619492656875835,0.6837479400455152,0.6156780469197025,0.8939160767415615,0.1
0.8131776480400333,0.8966249581975929,0.8236035279294414,0.8014419099397235,9,0.8674112573261086,0.7583314694699173,0.784007996001999,0.8497493734335839,0.2
0.8273495583656352,0.923191677725088,0.8370419240688539,0.816431322207959,9,0.9439935064935064,0.7240263630916717,0.7518586359228532,0.9358736059479554,0.3
0.831418192601379,0.9361547012247559,0.8499406097400026,0.8076792963464141,9,0.9467803587180241,0.7140720801555257,0.7710727969348659,0.9295308545843878,0.4
0.8404056578596211,0.9354034007336214,0.8582714488860801,0.8173859934853419,9,0.9258564854269644,0.7471157424637141,0.7998821970254749,0.902247191011236,0.5
0.7201912396774037,0.7642225904446286,0.3872673434856176,0.8186995431503847,11,0.43574488338886247,0.7926083005149954,0.3484963837076513,0.8465670096421407,0.1
0.7316092578507009,0.7772817472501776,0.26684476105669336,0.8357385116712109,11,0.5223707147007554,0.7531914893617021,0.1791907514450867,0.9386063186197625,0.2
0.7316982303632412,0.796476034623816,0.25641025641025644,0.8363195575589984,11,0.7142857142857143,0.7329039968131722,0.15625,0.9737143865220076,0.3
0.7382832307135097,0.8005374609301776,0.3932829554995802,0.8331563149388133,11,0.6402405686167304,0.7532565130260521,0.2838099854580708,0.9320177704308297,0.4
0.7751216968011126,0.8046490365323969,0.5195914577530175,0.8532032003631618,11,0.654043945769051,0.802776294714362,0.43099199014171286,0.9103899249212885,0.5
0.6475112155522325,0.8029009921185185,0.1882584453919318,0.7748772057485902,12,0.8644578313253012,0.6367441512818597,0.10563121089436879,0.9895458241375304,0.1
0.6742770167427702,0.7922793039798736,0.39313432835820894,0.7774006350596737,12,0.8568640208197787,0.6486387721542116,0.25508425334108076,0.9699453551912568,0.2
0.719399432390369,0.8266315770814007,0.559183086437509,0.7941986167998389,12,0.7714285714285715,0.7037962632393193,0.43852921272276113,0.9112480739599383,0.3
0.7151249732963042,0.8580001860382638,0.5815157696532245,0.7840660675248967,12,0.7612982744453575,0.6989030023094688,0.47042396547347043,0.8928637285635257,0.4
0.7358369648807997,0.8718901828269956,0.6155567991046447,0.7987894171629405,12,0.7412398921832885,0.7336800573888091,0.5263157894736842,0.8765802442682665,0.5
0.7575414123801221,0.8441609068606852,0.7689623660380493,0.7449325873612769,17,0.7610590363427068,0.7535720912970867,0.7770315648085964,0.7364889372506348,0.1
0.776480972930561,0.8592827015670311,0.7462420665850128,0.8002804311629129,17,0.8879173290937997,0.7109934599813142,0.6435567505281352,0.915213469633193,0.2
0.7844412061428091,0.8710642278921341,0.7670502725620835,0.799415875664963,17,0.843816631130064,0.7413426194621784,0.7030868310015546,0.8673607967406066,0.3
0.7963907414672421,0.8938928171259094,0.7961241325127669,0.796656654042053,17,0.8400110527770103,0.7571996027805362,0.7565953210552514,0.8404519151281344,0.4
0.8601694915254238,0.9394224363976302,0.8674698795180722,0.8520179372197311,17,0.9027863777089783,0.8163590070019097,0.8348124821070713,0.890934352205627,0.5
0.7620932018191483,0.7643625593548978,0.30742778541953236,0.85637880624688,18,0.513203214695752,0.7906379616827968,0.21944035346097202,0.9340437115967956,0.1
0.7435880398671096,0.7304208351338274,0.14680521777581249,0.8491222582789224,18,0.5286624203821656,0.7529468867008736,0.0852374839537869,0.9734648139847601,0.2
0.7284531855114283,0.6956056017222242,0.13914299470389985,0.838802740714028,18,0.604602510460251,0.7331179576077536,0.07861806311207835,0.9800905930685768,0.3
0.7129695251594613,0.6976793063335192,0.2019704433497537,0.8250162022034996,18,0.6396255850234009,0.7173851789236405,0.11991810470897923,0.9706443004193671,0.4
0.7055071231129066,0.7986034773134243,0.22191011235955058,0.8183844741673223,18,0.6528925619834711,0.7091239631860016,0.13367174280879865,0.9674469074562083,0.5
