accuracy,auc,f1_0,f1_1,participant,precision_0,precision_1,recall_0,recall_1,train_percent
0.8339347079037801,0.7749272272081621,0.28007448789571693,0.9061422675406652,5,0.5749235474006116,0.8493537229200802,0.18513047759724274,0.9710687896763451,0.1
0.8111529912051803,0.7842763124860934,0.19918032786885245,0.8929549687739674,5,0.4774066797642436,0.8284204106525717,0.1258415328845158,0.968393536121673,0.2
0.7940136956041529,0.791873983695699,0.12317818523742362,0.8832989174644891,5,0.48161764705882354,0.8036893646094284,0.07061994609164421,0.9804139463814419,0.3
0.7699742268041238,0.8066553395945516,0.038772213247172865,0.8693551928566201,5,0.4931506849315068,0.772603096136334,0.020179372197309416,0.9938085676037484,0.4
0.7457862996752744,0.8625682178438543,0.1084598698481562,0.8517583408476104,5,0.7194244604316546,0.7463653603034134,0.05865102639296188,0.991810163796724,0.5
0.6299547311471789,0.6598692865791136,0.3466224778243494,0.741884554661327,7,0.703601108033241,0.6180150125104253,0.22995344024831868,0.9278559044500096,0.1
0.7876529408111298,0.8428191633012493,0.6538422597954844,0.8468533034714446,7,0.7788229618909792,0.7907151819322459,0.5634269760949223,0.9115718418514946,0.2
0.773582227269501,0.8388174744144057,0.6245291902071562,0.8379229753073875,7,0.7950254719808211,0.7669270833333334,0.514246947082768,0.9234042553191489,0.3
0.7858562437893342,0.8797508208971021,0.6469142545057346,0.8463275493225577,7,0.9228671601090768,0.7488694920601535,0.49800294303132225,0.9729471239240334,0.4
0.803338964523502,0.8862483487696136,0.7263172451943023,0.8465296626599457,7,0.886563133018231,0.7686241374454302,0.6151323494963692,0.9420089748015188,0.5
0.7016754806504226,0.78105357945884,0.7364882563520475,0.6562642369020502,9,0.67914653784219,0.7374888007167542,0.8044058744993324,0.5911562532061148,0.1
0.8186822351959967,0.9076683588030545,0.843484521238301,0.7845391476709613,9,0.8113573407202216,0.8297693920335429,0.8782608695652174,0.7439849624060151,0.2
0.8100019063353879,0.9036292784541895,0.8366120218579234,0.7730378017306816,9,0.8487637210333739,0.7579636796665674,0.8248033617067126,0.788723667905824,0.3
0.809770924456965,0.9211196897536242,0.8277389903329753,0.7876179440489985,9,0.9420843520782396,0.6850971922246221,0.7381465517241379,0.9262215300759198,0.4
0.8059781158259941,0.9204017379247814,0.8201237113402061,0.7894177850728976,9,0.9321334833145857,0.6920602674792619,0.7321454866735385,0.9186516853932585,0.5
0.7208190466991838,0.7717357144030755,0.4811058253298627,0.8090377564166089,11,0.4552403601155087,0.8263157894736842,0.5100875523410735,0.7924674820423219,0.1
0.7401390850809518,0.7795935897268133,0.5483901425738835,0.8175889554174135,11,0.5209903121636168,0.8353335411471322,0.5788319712975882,0.8005825677795205,0.2
0.7390251474697299,0.7744692998307496,0.4244830891414487,0.8312522584012527,11,0.611439842209073,0.7628592483419308,0.3250838926174497,0.913116344712005,0.3
0.7406736689605216,0.7819756926371924,0.42902711323763953,0.8322399250234301,11,0.6273320895522388,0.7615127347568819,0.32598158022297624,0.9174501498088645,0.4
0.7751216968011126,0.792875300666267,0.4829102538476913,0.8563176895306859,11,0.6875355719977234,0.7909100235970042,0.3721503388786198,0.9335190118672803,0.5
0.6924446343373923,0.8549355911525856,0.37595723161392863,0.7959366879281835,12,0.874915938130464,0.6708346607199746,0.23941847626058152,0.978394703217563,0.1
0.6770007209805335,0.7670581925406608,0.3994638069705093,0.7790927021696252,12,0.8646034816247582,0.650384193194292,0.2597327135386403,0.9713114754098361,0.2
0.7004485947084135,0.7756271165585744,0.4822784810126582,0.7892567306453692,12,0.8076311605723371,0.6780655157149181,0.34378524701105345,0.9440677966101695,0.3
0.6813715018158513,0.8025711527308138,0.502418682235196,0.765653232775552,12,0.7324902723735408,0.6669860388721599,0.38233054074638234,0.8985801217038539,0.4
0.6857216098436298,0.8556131499834769,0.4731413837559089,0.7760730593607306,12,0.7248189598420013,0.6762692981060003,0.35119617224880384,0.9104349689307907,0.5
0.7462074978204011,0.8480112622537468,0.7590431255690754,0.7319274334653283,17,0.7485714285714286,0.7434985968194574,0.7698119543317663,0.7207109176641276,0.1
0.7724597881522166,0.8408690784792802,0.7442116868798235,0.7950892068539127,17,0.8736733108982656,0.7107216169272067,0.6481659304782024,0.9021848065744639,0.2
0.7788364533124089,0.8764846372223859,0.7608774693976488,0.7942863100823688,17,0.8375133404482391,0.7363232167021071,0.6970908283366645,0.862154821186057,0.3
0.7842291094546882,0.8853281273124618,0.7784640171858217,0.7897017588580167,17,0.8451895043731779,0.7346454825705477,0.7215032354405176,0.8536786993662165,0.4
0.826271186440678,0.9213268496005558,0.8333082367113388,0.8186137964935277,17,0.8789707750952986,0.7748138957816377,0.7921557400515317,0.8676623827717957,0.5
0.7621522650758963,0.7461462916598272,0.32961544864324954,0.8554299048644768,18,0.512157268494568,0.7943725830110682,0.24300441826215022,0.9266547406082289,0.1
0.7540199335548172,0.6899920423441654,0.13383247543284976,0.8566560830171145,18,0.7546174142480211,0.7540044986708473,0.07342747111681643,0.9916629314208875,0.2
0.7404510593059458,0.6740221189268721,0.19538606403013184,0.8452693526482571,18,0.7255244755244755,0.7411288402000477,0.11289445048966268,0.9834614979458548,0.3
0.7214741318214033,0.6604041664859323,0.21478521478521478,0.8307129011415033,18,0.7350427350427351,0.7207325049051668,0.12576776835331968,0.980302452662346,0.4
0.7162449500318946,0.7317749763215662,0.27923305428031325,0.823350321000728,18,0.6911764705882353,0.7184107184107185,0.17495769881556683,0.9641915982018292,0.5
