accuracy,auc,f1_0,f1_1,participant,precision_0,precision_1,recall_0,recall_1,train_percent
0.8996563573883162,0.8797168679489981,0.6534124629080118,0.9413360120542441,5,0.7071290944123314,0.9293860954081127,0.607280750137893,0.9535972321155999,0.1
0.906446312940949,0.8959456510372212,0.6832460732984293,0.9451184941603356,5,0.723994452149792,0.9359910162829871,0.6468401486988847,0.954425741440513,0.2
0.9221338634857521,0.9176874806410535,0.7318372004564473,0.954454422120292,5,0.8016666666666666,0.9405398523045582,0.6731980405878236,0.9687868852459016,0.3
0.9278350515463918,0.9238299115637756,0.7539543057996485,0.9577167019027485,5,0.825,0.94375,0.6941747572815534,0.9721030042918455,0.4
0.9359826813050873,0.9249378511610118,0.7764578833693304,0.9626421223605847,5,0.8468786808009423,0.9494482022071912,0.7168494516450648,0.976207906295754,0.5
0.8733576239372861,0.9222425168305529,0.8342725039734141,0.8975252389886537,7,0.8866707616707616,0.86588519220824,0.7877216916780355,0.9315652818991098,0.1
0.8842929010620458,0.9308015884344762,0.8529249230283413,0.9046327105195803,7,0.8677911646586345,0.89469420818145,0.8385594535858429,0.9147944921834559,0.2
0.8927532117254596,0.9445599482862548,0.8620721131903241,0.9122684781977587,7,0.8914479894279781,0.8935395814376706,0.8345705196182397,0.931799312062626,0.3
0.8977310367671414,0.9440956616659211,0.8720074619131516,0.9148452044404607,7,0.8868043844856661,0.9048008728859793,0.8576962283384302,0.9251150467159392,0.4
0.901023551624764,0.9477701221279989,0.8731533367294957,0.9188528597034381,7,0.8934063070106855,0.905717956954706,0.8537982565379826,0.9323743386243386,0.5
0.8570157663223447,0.9225927383181768,0.8559765022153631,0.8580401393591441,9,0.8821959979476655,0.8336193745232647,0.831270547282924,0.883934890304317,0.1
0.8715040311370587,0.9308750192167635,0.8721862728831369,0.8708144669908883,9,0.8826821896339415,0.8604728236853734,0.8619370354175776,0.8814077175512052,0.2
0.8796466925081019,0.937790596213459,0.8812688064192578,0.8779796417987371,9,0.8875,0.8716899066137904,0.8751245019920318,0.8843608046722907,0.3
0.8847950181629476,0.9365354392720404,0.884871832864128,0.8847181008902076,9,0.9078747339616905,0.8628273766459268,0.8630057803468208,0.9077485157558228,0.4
0.8863090472377902,0.9367670806231977,0.8864000000000001,0.8862179487179488,9,0.9027702335687127,0.8704092339979014,0.8706128863279203,0.9026115342763874,0.5
0.8368184671850099,0.8435574473549344,0.6256785199955689,0.8956680149442677,11,0.6770558619036202,0.8771165940977261,0.5815485996705108,0.9150211343132926,0.1
0.854666956427252,0.8682030802009393,0.67125476219737,0.9067131647776809,11,0.7186842105263158,0.8900451869094893,0.6296979478902467,0.9240173430947474,0.2
0.858366966780503,0.8726890192526771,0.6739099356683346,0.9095379734285147,11,0.7313062364256904,0.8901568079490763,0.6248674443266172,0.9297818859969188,0.3
0.8638174574429555,0.8793818478959751,0.6987179487179488,0.9120262049602246,11,0.734006734006734,0.8994000922934933,0.6666666666666666,0.9250118652112007,0.4
0.866481223922114,0.8857313677781338,0.7057471264367816,0.913649651450416,11,0.7249114521841794,0.9066160883632712,0.6875699888017918,0.9207932011331444,0.5
0.8617104607277647,0.9025797925023932,0.7997525262940811,0.8943876441157277,12,0.8320102982192662,0.8764655723726285,0.7699027198729402,0.9130579613590939,0.1
0.8580469438436273,0.9088134174900703,0.7940013950244129,0.8917135174773894,12,0.8258766626360339,0.873981792045999,0.7644951869263488,0.9101796407185628,0.2
0.8738441820012817,0.9227287394983088,0.8175800900185332,0.9035824237335572,12,0.8395867319195215,0.8912353347135956,0.7966976264189887,0.9162764296863913,0.3
0.881115146336253,0.9248290013510241,0.8329079717760096,0.9077343944292463,12,0.839588377723971,0.903763618355893,0.8263330354483169,0.9117402164862615,0.4
0.8823378620866444,0.9210706609709104,0.8353067814854682,0.9084745762711863,12,0.8413444163353813,0.9048659384309831,0.8293551834698967,0.9121121121121121,0.5
0.8606800348735832,0.9231043957181782,0.8599964955318031,0.8613569321533924,17,0.9008810572687225,0.8243108601793424,0.8226617499161918,0.9018895348837209,0.1
0.885347194978423,0.9388368550508969,0.887585344744687,0.8830181126788752,17,0.9120553359683794,0.8590342679127726,0.8643940812886308,0.9083796582252419,0.2
0.9009079699585248,0.952401605475064,0.9023204419889503,0.8994540491355779,17,0.9204238052299368,0.8816053511705686,0.8849154746423927,0.9180403993498956,0.3
0.9050608081600627,0.9565288085629826,0.9066598097197223,0.9034060670569452,17,0.9235201676270298,0.886654478976234,0.8904040404040404,0.9208028207214538,0.4
0.9163527934714375,0.9639350745608212,0.9191321499013807,0.9133755891435071,17,0.9340117175454826,0.8980504953659316,0.9047192353643967,0.9292328042328042,0.5
0.8208611422833855,0.7998578769190812,0.5563843791136462,0.8877705827937096,18,0.6491467576791808,0.8567959431469181,0.4868185308420783,0.9210687960687961,0.1
0.8264451827242525,0.8273745536551411,0.5959158415841584,0.8894906075478084,18,0.6445783132530121,0.8714972641353009,0.5540851553509781,0.9082426127527217,0.2
0.8342319082694206,0.8367381312025823,0.6197526563316494,0.894013691314269,18,0.6504570383912248,0.8824036802760207,0.591816367265469,0.9059332874151333,0.3
0.8465627214741318,0.8394469390360857,0.6270456503014643,0.9034128931519072,18,0.7250996015936255,0.8728448275862069,0.5523520485584219,0.9361997226074896,0.4
0.83978311715926,0.856767948349723,0.6502668832675794,0.8960904640419224,18,0.6605374823196606,0.8919698009608785,0.6403107861060329,0.9002493765586035,0.5
